Node identifier 1,Bodysite 1,Clade 1,Node  identifier 2,Bodysite 2,Clade 2,Houston p-value Spearman,Houston p-value Pearson,Houston p-value Bray-Curtis,Houston p-value Kullback-Leibler,St.Louis p-value Spearman,St.Louis p-value Pearson,St.Louis p-value Bray-Curtis,St.Louis p-value Kullback-Leibler,Houston p-value GBLM,St.Louis p-value GBLM,Fisher-merge p-value,Houston GBLM beta,St.Louis GBLM beta,Houston Spearman interaction type,Houston Pearson interaction type,Houston Bray-Curtis interaction type,Houston Kullback-Leibler interaction type,St.Louis Spearman interaction type,St.Louis Pearson interaction type,St.Louis Bray-Curtis interaction type,St.Louis Kullback-Leibler interaction type,Simes-merge p-value,Fisher-merge FDR-corrected p-value,Simes-merge FDR-corrected p-value,Number of dataset- or method-specific networks supporting relationship,Direction,Relationship between the same clade in different bodysites,Relationship within the same bodysite,GBLM supports relationship,"Ensemble (Pearson, Spearman, KLD or BC) supports relationship"
Tongue_dorsum|Flavobacteriales-Flavobacteriaceae,Tongue-dorsum,Flavobacteriales-Flavobacteriaceae,Palatine_Tonsils|Flavobacteriaceae-Capnocytophaga,Palatine-Tonsils,Flavobacteriaceae-Capnocytophaga,None,None,None,None,"0,0478111756",None,None,None,"1,48E-06","7,59E-05","1,95E-09","0,343764","0,0863017",nan,nan,nan,nan,copresence,nan,nan,nan,"1,48E-05","2,33E-07","0,0010271547",3,3,,0,,
Tongue_dorsum|Flavobacteriales-Flavobacteriaceae,Tongue-dorsum,Flavobacteriales-Flavobacteriaceae,Tongue_dorsum|Bacteria-Proteobacteria,Tongue-dorsum,Bacteria-Proteobacteria,None,None,None,None,"0,0116067742",None,None,None,None,"5,33E-13","2,09E-13",NA,"0,217728",nan,nan,nan,nan,copresence,nan,nan,nan,"5,33E-12","4,59E-11","1,21E-09",2,2,,1,,
Tongue_dorsum|Flavobacteriales-Flavobacteriaceae,Tongue-dorsum,Flavobacteriales-Flavobacteriaceae,Palatine_Tonsils|Flavobacteriales-Flavobacteriaceae,Palatine-Tonsils,Flavobacteriales-Flavobacteriaceae,None,None,None,None,"0,0514061296",None,None,None,None,"7,59E-05","5,25E-05",NA,"0,0801771",nan,nan,nan,nan,copresence,nan,nan,nan,"0,000759214","0,0022795733","0,0317432845",2,2,1,0,,
Tongue_dorsum|Flavobacteriales-Flavobacteriaceae,Tongue-dorsum,Flavobacteriales-Flavobacteriaceae,Tongue_dorsum|Pasteurellaceae-Actinobacillus,Tongue-dorsum,Pasteurellaceae-Actinobacillus,None,None,None,None,None,None,None,None,"1,04E-13","5,33E-13","3,29E-24","0,0829672","0,72729",nan,nan,nan,nan,nan,nan,nan,nan,"1,04E-12","2,66E-21","2,59E-10",2,2,0,1,,0
Tongue_dorsum|Flavobacteriales-Flavobacteriaceae,Tongue-dorsum,Flavobacteriales-Flavobacteriaceae,Tongue_dorsum|Clostridiales-Veillonellaceae,Tongue-dorsum,Clostridiales-Veillonellaceae,None,None,None,None,"0,0048964872",None,None,None,None,"2,39E-16","4,96E-17",NA,"-0,0459951",nan,nan,nan,nan,mutualExclusion,nan,nan,nan,"2,39E-15","1,70E-14","8,27E-13",2,-2,,,,1
Tongue_dorsum|Flavobacteriales-Flavobacteriaceae,Tongue-dorsum,Flavobacteriales-Flavobacteriaceae,Tongue_dorsum|Veillonellaceae-Veillonella,Tongue-dorsum,Veillonellaceae-Veillonella,None,None,None,None,"0,0089506787",None,None,None,None,"1,02E-17","4,11E-18",NA,"-0,0391687",nan,nan,nan,nan,mutualExclusion,nan,nan,nan,"1,02E-16","1,65E-15","4,30E-14",2,-2,,,,
Tongue_dorsum|Flavobacteriales-Flavobacteriaceae,Tongue-dorsum,Flavobacteriales-Flavobacteriaceae,Tongue_dorsum|Neisseriaceae-unclassified,Tongue-dorsum,Neisseriaceae-unclassified,None,None,None,None,None,None,None,None,"1,04E-13","6,94E-43","9,28E-54","0,423934","0,06349",nan,nan,nan,nan,nan,nan,nan,nan,"6,94E-42","8,32E-50","2,53E-38",2,2,,,,0
Subgingival_plaque|Clostridiales-unclassified,Subgingival-plaque,Clostridiales-unclassified,Subgingival_plaque|Spirochaetaceae-Treponema,Subgingival-plaque,Spirochaetaceae-Treponema,None,None,None,None,None,None,None,None,"6,46E-12","0,00394717","8,23E-13","0,148797","0,176315",nan,nan,nan,nan,nan,nan,nan,nan,"6,46E-11","1,69E-10","1,25E-08",2,2,,,,
Anterior_nares|Clostridiales-IncertaeSedisXIV,Anterior-nares,Clostridiales-IncertaeSedisXIV,Anterior_nares|Clostridiales-Ruminococcaceae,Anterior-nares,Clostridiales-Ruminococcaceae,None,None,None,None,None,None,None,None,"0,00692169","7,29E-07","1,01E-07","0,014283","0,224907",nan,nan,nan,nan,nan,nan,nan,nan,"7,29E-06","8,76E-06","0,0005480295",2,2,,,,
Saliva|Bacteroidales-Prevotellaceae,Saliva,Bacteroidales-Prevotellaceae,Saliva|Staphylococcaceae-Gemella,Saliva,Staphylococcaceae-Gemella,None,"2,84E-05",None,None,None,None,None,None,None,"0,00590454","2,78E-06",NA,"-0,0804736",nan,mutualExclusion,nan,nan,nan,nan,nan,nan,"0,0002839772","0,0001760744","0,0137739016",2,-2,,,,1
Saliva|Bacteroidales-Prevotellaceae,Saliva,Bacteroidales-Prevotellaceae,Saliva|Bacillales-Staphylococcaceae,Saliva,Bacillales-Staphylococcaceae,None,"2,82E-05",None,None,None,None,None,None,None,"0,00590454","2,76E-06",NA,"-0,00218271",nan,mutualExclusion,nan,nan,nan,nan,nan,nan,"0,0002819059","0,0001748839","0,0136869343",2,-2,,,,
Saliva|Bacteroidales-Prevotellaceae,Saliva,Bacteroidales-Prevotellaceae,Saliva|Bacteria-Proteobacteria,Saliva,Bacteria-Proteobacteria,"0,0014505235","1,39E-05",None,None,None,None,None,None,None,"0,00590454","3,40E-08",NA,"-0,158672",mutualExclusion,mutualExclusion,nan,nan,nan,nan,nan,nan,"0,0001393109","3,22E-06","0,0074648146",3,-3,,,,
Saliva|Bacteroidales-Prevotellaceae,Saliva,Bacteroidales-Prevotellaceae,Saliva|Pasteurellaceae-unclassified,Saliva,Pasteurellaceae-unclassified,None,None,None,None,None,None,None,None,"1,13E-11","0,000105915","4,24E-14","-0,0521264","-0,0758534",nan,nan,nan,nan,nan,nan,nan,nan,"1,13E-10","1,02E-11","2,09E-08",2,-2,,,,0
Saliva|Staphylococcaceae-Gemella,Saliva,Staphylococcaceae-Gemella,Saliva|Clostridia-Clostridiales,Saliva,Clostridia-Clostridiales,None,None,None,None,None,None,None,None,"1,53E-05","6,28E-07","2,53E-10","-0,0710095","-0,0311679",nan,nan,nan,nan,nan,nan,nan,nan,"6,28E-06","3,58E-08","0,0004803303",2,-2,,,,
Throat|Bacteria-Proteobacteria,Throat,Bacteria-Proteobacteria,Hard_palate|Clostridiales-Veillonellaceae,Hard-palate,Clostridiales-Veillonellaceae,None,"1,33E-10",None,None,None,None,None,None,"5,32E-15",None,"4,02E-23","-0,0672034",NA,nan,mutualExclusion,nan,nan,nan,nan,nan,nan,"5,32E-14","2,97E-20","1,51E-11",2,-2,,0,,1
Throat|Bacteria-Proteobacteria,Throat,Bacteria-Proteobacteria,Throat|Firmicutes-Clostridia,Throat,Firmicutes-Clostridia,"0,000385543","2,96E-05",None,None,"0,0001329329","4,68E-05",None,None,"0,00434813","0,00152143","1,24E-15","-0,0262711","-0,578827",mutualExclusion,mutualExclusion,nan,nan,mutualExclusion,mutualExclusion,nan,nan,"0,0002340635","3,62E-13","0,0116250584",6,-6,,1,,
Throat|Bacteria-Proteobacteria,Throat,Bacteria-Proteobacteria,Saliva|Clostridiales-Veillonellaceae,Saliva,Clostridiales-Veillonellaceae,"0,0001505404","2,91E-12",None,None,None,None,None,None,"5,60E-18",None,"7,11E-30","-0,214742",NA,mutualExclusion,mutualExclusion,nan,nan,nan,nan,nan,nan,"5,60E-17","9,67E-27","2,45E-14",3,-3,,0,,
Throat|Bacteria-Proteobacteria,Throat,Bacteria-Proteobacteria,Throat|Clostridiales-Lachnospiraceae,Throat,Clostridiales-Lachnospiraceae,None,None,None,None,"0,0002716402","7,05E-05",None,None,None,"2,54E-06","2,44E-11",NA,"-0,139552",nan,nan,nan,nan,mutualExclusion,mutualExclusion,nan,nan,"2,54E-05","4,04E-09","0,0016781976",3,-3,,1,,
Throat|Bacteria-Proteobacteria,Throat,Bacteria-Proteobacteria,Tongue_dorsum|Firmicutes-Clostridia,Tongue-dorsum,Firmicutes-Clostridia,"0,0002548843","1,20E-12",None,None,None,None,None,None,"4,91E-06",None,"1,79E-18","-0,0172016",NA,mutualExclusion,mutualExclusion,nan,nan,nan,nan,nan,nan,"1,20E-11","7,43E-16","2,60E-09",3,-3,,0,,
Throat|Bacteria-Proteobacteria,Throat,Bacteria-Proteobacteria,Tongue_dorsum|Coriobacteriales-Coriobacteriaceae,Tongue-dorsum,Coriobacteriales-Coriobacteriaceae,"0,0002196194",None,None,None,None,None,None,None,"8,75E-12",None,"6,71E-14","-0,0965861",NA,mutualExclusion,nan,nan,nan,nan,nan,nan,nan,"8,75E-11","1,55E-11","1,65E-08",2,-2,,,,
Throat|Bacteria-Proteobacteria,Throat,Bacteria-Proteobacteria,Tongue_dorsum|Clostridia-Clostridiales,Tongue-dorsum,Clostridia-Clostridiales,"0,0002415279","1,22E-12",None,None,None,None,None,None,"1,02E-05",None,"3,49E-18","-0,0165847",NA,mutualExclusion,mutualExclusion,nan,nan,nan,nan,nan,nan,"1,22E-11","1,42E-15","2,64E-09",3,-3,,,,
Throat|Bacteria-Proteobacteria,Throat,Bacteria-Proteobacteria,Tongue_dorsum|Bacteria-Proteobacteria,Tongue-dorsum,Bacteria-Proteobacteria,"0,0488714395","0,4171071582",None,None,None,None,None,None,"1,02E-20","0,00178284","1,16E-20","0,177278","0,568655",copresence,copresence,nan,nan,nan,nan,nan,nan,"1,02E-19","6,27E-18","6,29E-17",4,4,1,,,
Throat|Bacteria-Proteobacteria,Throat,Bacteria-Proteobacteria,Throat|Coriobacteriales-Coriobacteriaceae,Throat,Coriobacteriales-Coriobacteriaceae,"0,0001201494","0,0003329212",None,None,None,None,None,None,None,None,"7,21E-07",NA,NA,mutualExclusion,mutualExclusion,nan,nan,nan,nan,nan,nan,"0,0012014942","5,24E-05","0,0465692718",2,-2,0,1,0,
Throat|Bacteria-Proteobacteria,Throat,Bacteria-Proteobacteria,Saliva|Veillonellaceae-Veillonella,Saliva,Veillonellaceae-Veillonella,"0,0002622372","1,16E-11",None,None,None,None,None,None,"1,63E-12",None,"9,41E-24","-0,110124",NA,mutualExclusion,mutualExclusion,nan,nan,nan,nan,nan,nan,"1,63E-11","7,23E-21","3,49E-09",3,-3,,0,1,
Throat|Bacteria-Proteobacteria,Throat,Bacteria-Proteobacteria,Tongue_dorsum|Clostridiales-Veillonellaceae,Tongue-dorsum,Clostridiales-Veillonellaceae,"6,99E-05","5,66E-14",None,None,None,None,None,None,"1,04E-06",None,"6,22E-21","-0,0644546",NA,mutualExclusion,mutualExclusion,nan,nan,nan,nan,nan,nan,"5,66E-13","3,49E-18","1,44E-10",3,-3,,,,
Throat|Bacteria-Proteobacteria,Throat,Bacteria-Proteobacteria,Throat|Clostridiales-Veillonellaceae,Throat,Clostridiales-Veillonellaceae,"7,44E-05","7,66E-06",None,None,"0,0010535904","0,0006750225",None,None,"6,21E-27","1,82E-05","5,53E-39","-0,0851146","-0,218551",mutualExclusion,mutualExclusion,nan,nan,mutualExclusion,mutualExclusion,nan,nan,"6,21E-26","1,39E-35","7,56E-23",6,-6,,1,,
Throat|Bacteria-Proteobacteria,Throat,Bacteria-Proteobacteria,Tongue_dorsum|Veillonellaceae-Veillonella,Tongue-dorsum,Veillonellaceae-Veillonella,"5,86E-05","7,96E-14",None,None,None,None,None,None,None,None,"1,91E-16",NA,NA,mutualExclusion,mutualExclusion,nan,nan,nan,nan,nan,nan,"7,96E-13","6,06E-14","2,01E-10",2,-2,,0,0,
Throat|Bacteria-Proteobacteria,Throat,Bacteria-Proteobacteria,Throat|Bacteria-Firmicutes,Throat,Bacteria-Firmicutes,None,"0,0522081549",None,None,None,"0,0383458013",None,None,"1,37E-06","0,00152143","1,41E-08","-0,125676","-1,21646",nan,mutualExclusion,nan,nan,nan,mutualExclusion,nan,nan,"1,37E-05","1,42E-06","0,0009622842",4,-4,,1,1,
Throat|Bacteria-Proteobacteria,Throat,Bacteria-Proteobacteria,Throat|Veillonellaceae-Veillonella,Throat,Veillonellaceae-Veillonella,"0,0004107363","5,18E-05",None,None,None,None,None,None,None,None,"3,97E-07",NA,NA,mutualExclusion,mutualExclusion,nan,nan,nan,nan,nan,nan,"0,0005181026","3,06E-05","0,0229796456",2,-2,,,0,
Throat|Bacteria-Proteobacteria,Throat,Bacteria-Proteobacteria,Tongue_dorsum|Coriobacteriaceae-Atopobium,Tongue-dorsum,Coriobacteriaceae-Atopobium,"0,0002588028",None,None,None,None,None,None,None,"1,20E-10",None,"9,96E-13","-0,0937534",NA,mutualExclusion,nan,nan,nan,nan,nan,nan,nan,"1,20E-09","2,02E-10","1,90E-07",2,-2,,0,1,
Throat|Bacteria-Proteobacteria,Throat,Bacteria-Proteobacteria,Throat|Clostridia-Clostridiales,Throat,Clostridia-Clostridiales,"0,000392924","3,32E-05",None,None,"0,0001514955","6,20E-05",None,None,None,"2,69E-11","2,03E-21",NA,"-0,257703",mutualExclusion,mutualExclusion,nan,nan,mutualExclusion,mutualExclusion,nan,nan,"2,69E-10","1,22E-18","4,72E-08",5,-5,,1,,
Subgingival_plaque|Firmicutes-Bacilli,Subgingival-plaque,Firmicutes-Bacilli,Supragingival_plaque|Firmicutes-Bacilli,Supragingival-plaque,Firmicutes-Bacilli,"0,0604147945","0,2301377148",None,None,None,None,None,None,"2,32E-07",None,"6,82E-07","0,0478456",NA,copresence,mutualExclusion,nan,nan,nan,nan,nan,nan,"2,32E-06","4,98E-05","0,0001937677",3,1,1,0,,
Subgingival_plaque|Firmicutes-Bacilli,Subgingival-plaque,Firmicutes-Bacilli,Subgingival_plaque|Fusobacteria-Fusobacteriales,Subgingival-plaque,Fusobacteria-Fusobacteriales,"0,0034823646","8,28E-05",None,None,"0,0005843338","0,0005125807",None,None,None,"0,0486986","2,38E-10",NA,"-0,377547",mutualExclusion,mutualExclusion,nan,nan,mutualExclusion,mutualExclusion,nan,nan,"0,0008279851","3,40E-08","0,0340916715",5,-5,0,1,,
Subgingival_plaque|Firmicutes-Bacilli,Subgingival-plaque,Firmicutes-Bacilli,Subgingival_plaque|Leptotrichiaceae-Leptotrichia,Subgingival-plaque,Leptotrichiaceae-Leptotrichia,None,None,None,None,"0,0020473004",None,None,None,"7,22E-12",None,"4,85E-13","-0,0200642",NA,nan,nan,nan,nan,mutualExclusion,nan,nan,nan,"7,22E-11","1,02E-10","1,38E-08",2,-2,,,,
Supragingival_plaque|Leptotrichiaceae-Leptotrichia,Supragingival-plaque,Leptotrichiaceae-Leptotrichia,Supragingival_plaque|Veillonellaceae-Selenomonas,Supragingival-plaque,Veillonellaceae-Selenomonas,None,None,None,None,"0,0350628013",None,None,None,"3,01E-13","0,00629616","4,87E-14","0,0752223","0,0516506",nan,nan,nan,nan,copresence,nan,nan,nan,"3,01E-12","1,15E-11","7,07E-10",3,3,,,,
Supragingival_plaque|Leptotrichiaceae-Leptotrichia,Supragingival-plaque,Leptotrichiaceae-Leptotrichia,Subgingival_plaque|Veillonellaceae-Selenomonas,Subgingival-plaque,Veillonellaceae-Selenomonas,None,None,None,None,None,None,None,None,"4,17E-24","0,0150456","3,70E-24","0,0322934","0,00960281",nan,nan,nan,nan,nan,nan,nan,nan,"4,17E-23","3,00E-21","3,78E-20",2,2,,0,,0
Supragingival_plaque|Leptotrichiaceae-Leptotrichia,Supragingival-plaque,Leptotrichiaceae-Leptotrichia,Supragingival_plaque|Firmicutes-Bacilli,Supragingival-plaque,Firmicutes-Bacilli,"0,001417006","0,0001180683",None,None,None,None,None,None,None,None,"2,78E-06",NA,NA,mutualExclusion,mutualExclusion,nan,nan,nan,nan,nan,nan,"0,0011806832","0,0001757157","0,0459293019",2,-2,,1,0,1
Supragingival_plaque|Leptotrichiaceae-Leptotrichia,Supragingival-plaque,Leptotrichiaceae-Leptotrichia,Subgingival_plaque|Micrococcaceae-Rothia,Subgingival-plaque,Micrococcaceae-Rothia,None,None,None,None,"0,0008906611",None,None,None,"1,47E-06",None,"2,82E-08","-0,112511",NA,nan,nan,nan,nan,mutualExclusion,nan,nan,nan,"1,47E-05","2,70E-06","0,0010263201",2,-2,,0,1,
Supragingival_plaque|Leptotrichiaceae-Leptotrichia,Supragingival-plaque,Leptotrichiaceae-Leptotrichia,Supragingival_plaque|Streptococcaceae-Streptococcus,Supragingival-plaque,Streptococcaceae-Streptococcus,"0,0010852157","9,34E-05",None,None,None,None,None,None,None,"0,00629616","1,57E-07",NA,"-0,044444",mutualExclusion,mutualExclusion,nan,nan,nan,nan,nan,nan,"0,0009339319","1,31E-05","0,0377712496",3,-3,,1,,
Supragingival_plaque|Leptotrichiaceae-Leptotrichia,Supragingival-plaque,Leptotrichiaceae-Leptotrichia,Subgingival_plaque|Leptotrichiaceae-Leptotrichia,Subgingival-plaque,Leptotrichiaceae-Leptotrichia,"0,0598183153",None,None,None,"0,0569933111","0,1955459632",None,None,"3,73E-17",None,"4,08E-16","0,424088",NA,copresence,nan,nan,nan,copresence,mutualExclusion,nan,nan,"3,73E-16","1,27E-13","1,43E-13",4,2,1,0,,
Supragingival_plaque|Leptotrichiaceae-Leptotrichia,Supragingival-plaque,Leptotrichiaceae-Leptotrichia,Supragingival_plaque|Lachnospiraceae-unclassified,Supragingival-plaque,Lachnospiraceae-unclassified,None,"0,0898755916",None,None,"0,0455756301",None,None,None,"1,60E-20","0,00629616","1,29E-20","0,15736","0,0670235",nan,copresence,nan,nan,copresence,nan,nan,nan,"1,60E-19","6,90E-18","9,60E-17",4,4,0,1,,
Stool|Lachnospiraceae-unclassified,Stool,Lachnospiraceae-unclassified,Stool|Lachnospiraceae-Pseudobutyrivibrio,Stool,Lachnospiraceae-Pseudobutyrivibrio,None,None,None,None,None,None,None,None,"0,00289494","8,00E-07","4,84E-08","0,0315445","0,0409804",nan,nan,nan,nan,nan,nan,nan,nan,"8,00E-06","4,45E-06","0,0005966621",2,2,,,,0
Stool|Lachnospiraceae-unclassified,Stool,Lachnospiraceae-unclassified,Stool|Lachnospiraceae-Roseburia,Stool,Lachnospiraceae-Roseburia,None,None,None,None,"0,0101957749",None,None,None,"0,00289494","8,00E-07","7,67E-09","0,0214334","0,234216",nan,nan,nan,nan,copresence,nan,nan,nan,"8,00E-06","8,15E-07","0,0005966621",3,3,,,,1
Stool|Lachnospiraceae-unclassified,Stool,Lachnospiraceae-unclassified,Stool|Peptococcaceae-unclassified,Stool,Peptococcaceae-unclassified,None,None,None,None,None,None,None,None,"0,00289494","8,00E-07","4,84E-08","0,017223","0,00853703",nan,nan,nan,nan,nan,nan,nan,nan,"8,00E-06","4,45E-06","0,0005966621",2,2,,,,0
Stool|Lachnospiraceae-unclassified,Stool,Lachnospiraceae-unclassified,Stool|Clostridiales-unclassified,Stool,Clostridiales-unclassified,None,None,None,None,None,None,None,None,"0,00289494","8,00E-07","4,84E-08","0,13241","0,351019",nan,nan,nan,nan,nan,nan,nan,nan,"8,00E-06","4,45E-06","0,0005966621",2,2,,,,
Stool|Bacteria-Firmicutes,Stool,Bacteria-Firmicutes,Stool|Bacteroidia-Bacteroidales,Stool,Bacteroidia-Bacteroidales,"6,45E-06","1,47E-07",None,None,"0,0027720672","0,0011161112",None,None,"2,62E-05","2,49E-05","1,52E-20","-0,360003","-0,342644",mutualExclusion,mutualExclusion,nan,nan,mutualExclusion,mutualExclusion,nan,nan,"1,47E-06","8,16E-18","0,0001276499",6,-6,,,,1
Hard_palate|Bifidobacteriaceae-Alloscardovia,Hard-palate,Bifidobacteriaceae-Alloscardovia,Hard_palate|Leptotrichiaceae-Leptotrichia,Hard-palate,Leptotrichiaceae-Leptotrichia,None,None,None,None,None,None,None,None,"6,65E-10","0,000127084","2,63E-12","0,0167427","0,00833626",nan,nan,nan,nan,nan,nan,nan,nan,"6,65E-09","5,08E-10","9,08E-07",2,2,,,,0
Throat|Prevotellaceae-unclassified,Throat,Prevotellaceae-unclassified,Tongue_dorsum|Prevotellaceae-unclassified,Tongue-dorsum,Prevotellaceae-unclassified,"0,0275056202",None,None,None,None,None,None,None,"5,86E-07","0,00254777","1,28E-08","0,233952","0,491731",copresence,nan,nan,nan,nan,nan,nan,nan,"5,86E-06","1,30E-06","0,0004514241",3,3,1,0,,1
Throat|Prevotellaceae-unclassified,Throat,Prevotellaceae-unclassified,Throat|Bacteroidales-unclassified,Throat,Bacteroidales-unclassified,None,None,None,None,None,None,None,None,"1,18E-06","0,00655421","1,52E-07","0,382761","0,175901",nan,nan,nan,nan,nan,nan,nan,nan,"1,18E-05","1,27E-05","0,0008432362",2,2,0,1,,0
Throat|Campylobacterales-Campylobacteraceae,Throat,Campylobacterales-Campylobacteraceae,Saliva|Epsilonproteobacteria-Campylobacterales,Saliva,Epsilonproteobacteria-Campylobacterales,"0,0165795008","0,4844804302",None,None,None,None,None,None,"2,36E-16",None,"1,66E-15","0,0925809",NA,copresence,copresence,nan,nan,nan,nan,nan,nan,"2,36E-15","4,72E-13","8,20E-13",3,3,,0,,1
Throat|Campylobacterales-Campylobacteraceae,Throat,Campylobacterales-Campylobacteraceae,Saliva|Proteobacteria-Epsilonproteobacteria,Saliva,Proteobacteria-Epsilonproteobacteria,"0,0154258208","0,4854311474",None,None,None,None,None,None,"2,36E-16",None,"1,55E-15","0,209983",NA,copresence,copresence,nan,nan,nan,nan,nan,nan,"2,36E-15","4,44E-13","8,20E-13",3,3,,,,
Buccal_mucosa|Clostridiales-Veillonellaceae,Buccal-mucosa,Clostridiales-Veillonellaceae,Saliva|Bacteria-Proteobacteria,Saliva,Bacteria-Proteobacteria,"0,0001093732","7,38E-13",None,None,None,None,None,None,"9,29E-05",None,"8,41E-18","-0,305953",NA,mutualExclusion,mutualExclusion,nan,nan,nan,nan,nan,nan,"7,38E-12","3,21E-15","1,64E-09",3,-3,,,,
Buccal_mucosa|Clostridiales-Veillonellaceae,Buccal-mucosa,Clostridiales-Veillonellaceae,Saliva|Neisseriaceae-Neisseria,Saliva,Neisseriaceae-Neisseria,None,None,None,None,None,None,None,None,"2,82E-08","0,000466637","3,43E-10","-0,204028","-0,016217",nan,nan,nan,nan,nan,nan,nan,nan,"2,82E-07","4,78E-08","2,82E-05",2,-2,,,,0
Vaginal_introitus|Bacilli-Lactobacillales,Vaginal-introitus,Bacilli-Lactobacillales,Posterior_fornix|Firmicutes-Bacilli,Posterior-fornix,Firmicutes-Bacilli,"0,0085797634","0,0007575084","4,28E-22",0,None,None,None,None,None,None,"6,61E-220",NA,NA,copresence,copresence,copresence,copresence,nan,nan,nan,nan,0,"7,32E-215",0,4,4,,,0,1
Vaginal_introitus|Bacilli-Lactobacillales,Vaginal-introitus,Bacilli-Lactobacillales,Posterior_fornix|Bacteria-Firmicutes,Posterior-fornix,Bacteria-Firmicutes,"0,0076855734","0,0013216591","8,76E-10","5,31E-43",None,None,None,None,"0,0020803",None,"1,44E-52","0,428636",NA,copresence,copresence,copresence,copresence,nan,nan,nan,nan,"5,31E-42","1,20E-48","1,98E-38",5,5,,,1,
Keratinized_gingiva|Lactobacillales-Streptococcaceae,Keratinized-gingiva,Lactobacillales-Streptococcaceae,Keratinized_gingiva|Fusobacteria-Fusobacteriales,Keratinized-gingiva,Fusobacteria-Fusobacteriales,"0,0087867702","0,000954863",None,None,None,"0,0060199729",None,None,"5,76E-18","2,39E-07","8,12E-26","-0,0741854","-0,0512333",mutualExclusion,mutualExclusion,nan,nan,nan,mutualExclusion,nan,nan,"5,76E-17","7,27E-23","2,50E-14",5,-5,,1,,
Keratinized_gingiva|Lactobacillales-Streptococcaceae,Keratinized-gingiva,Lactobacillales-Streptococcaceae,Keratinized_gingiva|Bacteroidia-Bacteroidales,Keratinized-gingiva,Bacteroidia-Bacteroidales,"0,0007895408","0,0001519973",None,None,"0,0134882235","0,0036111728",None,None,"5,76E-18",None,"2,76E-23","-0,025092",NA,mutualExclusion,mutualExclusion,nan,nan,mutualExclusion,mutualExclusion,nan,nan,"5,76E-17","2,07E-20","2,50E-14",5,-5,,,,
Keratinized_gingiva|Lactobacillales-Streptococcaceae,Keratinized-gingiva,Lactobacillales-Streptococcaceae,Keratinized_gingiva|Lactobacillales-Carnobacteriaceae,Keratinized-gingiva,Lactobacillales-Carnobacteriaceae,"0,0053227841","0,0015924859",None,None,None,None,None,None,"4,08E-06","3,67E-06","1,13E-12","-0,839467","-0,155117",mutualExclusion,mutualExclusion,nan,nan,nan,nan,nan,nan,"2,04E-05","2,29E-10","0,0013805715",4,-4,,,,
Keratinized_gingiva|Lactobacillales-Streptococcaceae,Keratinized-gingiva,Lactobacillales-Streptococcaceae,Keratinized_gingiva|Bacteria-Bacteroidetes,Keratinized-gingiva,Bacteria-Bacteroidetes,"0,0005214286","6,08E-05",None,None,"0,0036698897","0,0008488746",None,None,"5,76E-18","2,39E-07","5,30E-30","-0,235879","-0,267895",mutualExclusion,mutualExclusion,nan,nan,mutualExclusion,mutualExclusion,nan,nan,"5,76E-17","7,28E-27","2,50E-14",6,-6,,,,
Keratinized_gingiva|Lactobacillales-Streptococcaceae,Keratinized-gingiva,Lactobacillales-Streptococcaceae,Hard_palate|Bacteria-Firmicutes,Hard-palate,Bacteria-Firmicutes,None,None,"3,31E-06","8,45E-11",None,None,None,None,None,None,"1,03E-14",NA,NA,nan,nan,copresence,copresence,nan,nan,nan,nan,"8,45E-10","2,61E-12","1,39E-07",2,2,,0,0,
Keratinized_gingiva|Lactobacillales-Streptococcaceae,Keratinized-gingiva,Lactobacillales-Streptococcaceae,Keratinized_gingiva|Carnobacteriaceae-Granulicatella,Keratinized-gingiva,Carnobacteriaceae-Granulicatella,"0,0051375311","0,0015923534",None,None,None,None,None,None,"5,89E-07","7,77E-07","4,35E-14","-0,814681","-0,195294",mutualExclusion,mutualExclusion,nan,nan,nan,nan,nan,nan,"3,88E-06","1,04E-11","0,0003113631",4,-4,,1,1,
Keratinized_gingiva|Lactobacillales-Streptococcaceae,Keratinized-gingiva,Lactobacillales-Streptococcaceae,Keratinized_gingiva|Bacteroidetes-unclassified,Keratinized-gingiva,Bacteroidetes-unclassified,"0,0004857833","0,0005789812",None,None,"0,019022886",None,None,None,"2,79E-14",None,"3,35E-18","-0,109311",NA,mutualExclusion,mutualExclusion,nan,nan,mutualExclusion,nan,nan,nan,"2,79E-13","1,36E-15","7,41E-11",4,-4,,,,
